Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated "
01/04/2022,01/05/2022,Red Hook,RH,47126.00,19110820.34,,224029
01/04/2022,01/05/2022,Rockaway,RK,34650.00,23939527.07,,120539
01/04/2022,01/05/2022,Tallman Island,TI,64671.00,36456615.99,,449907
01/04/2022,01/05/2022,Wards Island,WI,75166.00,39311912.01,,1201485
01/10/2022,01/11/2022,26th Ward,26W,10879.00,6943850.23,,290608
01/10/2022,01/11/2022,Bowery Bay,BB,33303.00,11724700.69,,924695
01/10/2022,01/13/2022,Coney Island,CI,50768.00,19433528.04,"Original RT-qPCR failed, RT-qPCR repeated",682342
01/10/2022,01/11/2022,Hunts Point,HP,18544.00,11514795.92,,755948
01/10/2022,01/11/2022,Jamaica Bay,JA,70685.00,26444992.24,,748737
01/10/2022,01/11/2022,Newtown Creek,NC,8322.00,4630709.06,,1156473
01/10/2022,01/11/2022,North River,NR,32182.00,17017364.55,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596
01/10/2022,01/11/2022,Oakwood Beach,OB,28202.00,10934388.22,,258731
01/10/2022,01/11/2022,Owls Head,OH,53904.00,19584504.61,,906442
01/10/2022,01/11/2022,Port Richmond,PR,32289.00,12429815.16,,226167
01/10/2022,01/11/2022,Red Hook,RH,33750.00,13686690.47,,224029
01/10/2022,01/11/2022,Rockaway,RK,29875.00,16887552.13,,120539
01/10/2022,01/11/2022,Tallman Island,TI,59821.00,27179145.57,,449907
01/10/2022,01/11/2022,Wards Island,WI,52442.00,27262094.34,,1201485
01/12/2022,01/13/2022,26th Ward,26W,13452.00,8410592.09,,290608
01/12/2022,01/13/2022,Bowery Bay,BB,53065.00,18464650.20,,924695
01/12/2022,01/13/2022,Coney Island,CI,44315.00,17209241.19,,682342
01/12/2022,01/13/2022,Hunts Point,HP,29799.00,18204685.25,,755948
01/12/2022,01/13/2022,Jamaica Bay,JA,50211.00,18785118.74,,748737
01/12/2022,01/13/2022,Newtown Creek,NC,31095.00,17608060.48,,1156473
01/12/2022,01/13/2022,North River,NR,23286.00,11911941.82,,658596
01/12/2022,01/13/2022,Oakwood Beach,OB,19014.00,7372000.57,,258731
01/12/2022,01/13/2022,Owls Head,OH,62525.00,22978005.41,,906442
01/12/2022,01/13/2022,Port Richmond,PR,38565.00,17427511.25,,226167
01/12/2022,01/13/2022,Red Hook,RH,16646.00,7594381.63,,224029
01/12/2022,01/13/2022,Rockaway,RK,12593.00,7118300.62,This sample was analyzed in duplicate. The higher of the 2 results is reported,120539
01/12/2022,01/13/2022,Tallman Island,TI,45647.00,18819141.65,,449907
01/12/2022,01/13/2022,Wards Island,WI,30238.00,15337939.07,,1201485
01/17/2022,01/18/2022,26th Ward,26W,4794.00,5869548.85,,290608
01/17/2022,01/18/2022,Bowery Bay,BB,8061.00,4850620.79,,924695
01/17/2022,01/18/2022,Coney Island,CI,16176.00,9781592.82,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
01/17/2022,01/18/2022,Hunts Point,HP,2029.00,1768182.95,,755948
01/17/2022,01/18/2022,Jamaica Bay,JA,13376.00,6694722.58,,748737
01/17/2022,01/18/2022,Newtown Creek,NC,7094.00,5851735.22,,1156473
01/17/2022,01/18/2022,North River,NR,2413.00,1955404.77,,658596
01/17/2022,01/18/2022,Oakwood Beach,OB,12263.00,7212750.56,,258731
01/17/2022,01/18/2022,Owls Head,OH,14557.00,7051735.38,,906442
01/17/2022,01/18/2022,Port Richmond,PR,9924.00,7308704.34,,226167
01/17/2022,01/18/2022,Red Hook,RH,5903.00,3490994.29,,224029
01/17/2022,01/18/2022,Rockaway,RK,8489.00,6131396.64,,120539
01/17/2022,01/18/2022,Tallman Island,TI,9122.00,6063042.37,,449907
01/17/2022,01/18/2022,Wards Island,WI,11182.00,9124707.10,,1201485
01/19/2022,01/20/2022,26th Ward,26W,10233.00,6664396.39,,290608
01/19/2022,01/20/2022,Bowery Bay,BB,15176.00,5777680.25,,924695
01/19/2022,01/20/2022,Coney Island,CI,20302.00,7884208.36,,682342
01/19/2022,01/20/2022,Hunts Point,HP,4916.00,3298868.61,,755948
01/19/2022,01/20/2022,Jamaica Bay,JA,17851.00,6768716.72,,748737
01/19/2022,01/20/2022,Newtown Creek,NC,13378.00,8013225.58,,1156473
01/19/2022,01/20/2022,North River,NR,14429.00,8459160.40,,658596
01/19/2022,01/20/2022,Oakwood Beach,OB,13159.00,5737099.53,,258731
01/19/2022,01/20/2022,Owls Head,OH,28261.00,11094017.72,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
01/19/2022,01/20/2022,Port Richmond,PR,13415.00,6286848.80,,226167
01/19/2022,01/20/2022,Red Hook,RH,10980.00,4638113.63,,224029
01/19/2022,01/20/2022,Rockaway,RK,9166.00,5469230.68,,120539
01/19/2022,01/20/2022,Tallman Island,TI,12819.00,7442348.63,,449907
01/19/2022,01/20/2022,Wards Island,WI,17681.00,9692991.86,,1201485
01/24/2022,01/25/2022,26th Ward,26W,5925.00,3781444.49,,290608
01/24/2022,01/25/2022,Bowery Bay,BB,12514.00,4456903.56,,924695
01/24/2022,01/25/2022,Coney Island,CI,12160.00,4992200.37,,682342
01/24/2022,01/25/2022,Hunts Point,HP,7622.00,5305291.39,,755948
01/24/2022,01/25/2022,Jamaica Bay,JA,8538.00,3237556.95,,748737
01/24/2022,01/25/2022,Newtown Creek,NC,7795.00,4567121.35,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
01/24/2022,01/25/2022,North River,NR,6856.00,3901315.92,,658596
01/24/2022,01/25/2022,Oakwood Beach,OB,10769.00,4364185.17,,258731
01/24/2022,01/25/2022,Owls Head,OH,18322.00,6886259.72,,906442
01/24/2022,01/25/2022,Port Richmond,PR,8193.00,3428288.17,,226167
01/24/2022,01/25/2022,Red Hook,RH,10578.00,4468308.23,,224029
01/24/2022,01/25/2022,Rockaway,RK,4598.00,2743581.74,,120539
01/24/2022,01/25/2022,Tallman Island,TI,12956.00,5886392.12,,449907
01/24/2022,01/25/2022,Wards Island,WI,4277.00,1306997.96,,1201485
01/26/2022,01/27/2022,26th Ward,26W,3485.00,2180000.00,,290608
01/26/2022,01/27/2022,Bowery Bay,BB,6685.00,2330000.00,,924695
01/26/2022,01/27/2022,Coney Island,CI,8395.00,3350000.00,,682342
01/26/2022,01/27/2022,Hunts Point,HP,5475.00,3760000.00,,755948
01/26/2022,01/27/2022,Jamaica Bay,JA,7169.00,2720000.00,,748737
01/26/2022,01/27/2022,Newtown Creek,NC,3506.00,2050000.00,,1156473
01/26/2022,01/27/2022,North River,NR,4448.00,2430000.00,,658596
01/26/2022,01/27/2022,Oakwood Beach,OB,5267.00,2080000.00,,258731
01/26/2022,01/27/2022,Owls Head,OH,12557.00,4670000.00,,906442
01/26/2022,01/27/2022,Port Richmond,PR,9829.00,3780000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,226167
01/26/2022,01/27/2022,Red Hook,RH,6620.00,2570000.00,,224029
01/26/2022,01/27/2022,Rockaway,RK,4666.00,2640000.00,,120539
01/26/2022,01/27/2022,Tallman Island,TI,9566.00,4190000.00,,449907
01/26/2022,01/27/2022,Wards Island,WI,5815.00,2070000.00,,1201485
01/31/2022,02/01/2022,26th Ward,26W,5534.00,3530000.00,,290608
01/31/2022,02/01/2022,Bowery Bay,BB,5902.00,2200000.00,,924695
01/31/2022,02/01/2022,Coney Island,CI,5010.00,2030000.00,,682342
01/31/2022,02/01/2022,Hunts Point,HP,1896.00,1220000.00,,755948
01/31/2022,02/01/2022,Jamaica Bay,JA,5879.00,2260000.00,,748737
01/31/2022,02/01/2022,Newtown Creek,NC,1459.00,888000.00,,1156473
01/31/2022,02/01/2022,North River,NR,3132.00,1820000.00,,658596
01/31/2022,02/01/2022,Oakwood Beach,OB,4093.00,1470000.00,,258731
01/31/2022,02/01/2022,Owls Head,OH,9481.00,3760000.00,,906442
01/31/2022,02/01/2022,Port Richmond,PR,5930.00,2480000.00,,226167
01/31/2022,02/01/2022,Red Hook,RH,4265.00,1870000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
01/31/2022,02/01/2022,Rockaway,RK,824.00,440000.00,,120539
01/31/2022,02/01/2022,Tallman Island,TI,5222.00,2420000.00,,449907
01/31/2022,02/01/2022,Wards Island,WI,5263.00,2570000.00,,1201485
02/02/2022,02/03/2022,26th Ward,26W,5208.00,3870000.00,,290608
02/02/2022,02/03/2022,Bowery Bay,BB,4518.00,2130000.00,,924695
02/02/2022,02/03/2022,Coney Island,CI,4987.00,2410000.00,,682342
02/02/2022,02/03/2022,Hunts Point,HP,2091.00,1490000.00,,755948
02/02/2022,02/03/2022,Jamaica Bay,JA,4616.00,1940000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
02/02/2022,02/03/2022,Newtown Creek,NC,2681.00,1990000.00,,1156473
02/02/2022,02/03/2022,North River,NR,4553.00,3010000.00,,658596
02/02/2022,02/03/2022,Oakwood Beach,OB,2454.00,973000.00,,258731
02/02/2022,02/03/2022,Owls Head,OH,4837.00,2460000.00,,906442
02/02/2022,02/03/2022,Port Richmond,PR,3746.00,1690000.00,,226167
02/02/2022,02/03/2022,Red Hook,RH,3256.00,1820000.00,,224029
02/02/2022,02/03/2022,Rockaway,RK,2058.00,1230000.00,,120539
02/02/2022,02/03/2022,Tallman Island,TI,4961.00,2710000.00,,449907
02/02/2022,02/03/2022,Wards Island,WI,2671.00,1620000.00,,1201485
02/06/2022,02/07/2022,26th Ward,26W,678.00,441000.00,,290608
02/06/2022,02/07/2022,Bowery Bay,BB,1565.00,583000.00,,924695
02/06/2022,02/07/2022,Coney Island,CI,3214.00,1690000.00,,682342
02/06/2022,02/07/2022,Hunts Point,HP,1441.00,960000.00,,755948
02/06/2022,02/07/2022,Jamaica Bay,JA,2704.00,1120000.00,,748737
02/06/2022,02/07/2022,Newtown Creek,NC,2461.00,1430000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
02/06/2022,02/07/2022,North River,NR,1107.00,617000.00,,658596
02/06/2022,02/07/2022,Oakwood Beach,OB,2514.00,1160000.00,,258731
02/06/2022,02/07/2022,Owls Head,OH,2749.00,999000.00,,906442
02/06/2022,02/07/2022,Port Richmond,PR,3297.00,1660000.00,,226167
02/06/2022,02/07/2022,Red Hook,RH,2272.00,806000.00,,224029
02/06/2022,02/07/2022,Rockaway,RK,1862.00,1110000.00,,120539
02/06/2022,02/07/2022,Tallman Island,TI,5123.00,2970000.00,,449907
02/06/2022,02/07/2022,Wards Island,WI,2215.00,1290000.00,,1201485
02/08/2022,02/09/2022,26th Ward,26W,886.00,577000.00,,290608
02/08/2022,02/09/2022,Bowery Bay,BB,21573.00,8210000.00,,924695
02/08/2022,02/09/2022,Coney Island,CI,3132.00,1340000.00,,682342
02/08/2022,02/09/2022,Hunts Point,HP,653.00,416000.00,,755948
02/08/2022,02/09/2022,Jamaica Bay,JA,3088.00,1230000.00,,748737
02/08/2022,02/09/2022,Newtown Creek,NC,1177.00,693000.00,,1156473
02/08/2022,02/09/2022,North River,NR,1333.00,728000.00,,658596
02/08/2022,02/09/2022,Oakwood Beach,OB,2300.00,1050000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731
02/08/2022,02/09/2022,Owls Head,OH,4283.00,1700000.00,,906442
02/08/2022,02/09/2022,Port Richmond,PR,2329.00,1090000.00,,226167
02/08/2022,02/09/2022,Red Hook,RH,3247.00,1210000.00,,224029
02/08/2022,02/09/2022,Rockaway,RK,1337.00,798000.00,,120539
02/08/2022,02/09/2022,Tallman Island,TI,1810.00,959000.00,,449907
02/08/2022,02/09/2022,Wards Island,WI,1907.00,1060000.00,,1201485
02/13/2022,02/14/2022,26th Ward,26W,505.00,369000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608
02/13/2022,02/14/2022,Bowery Bay,BB,1331.00,594000.00,,924695
02/13/2022,02/14/2022,Coney Island,CI,3100.00,1440000.00,,682342
02/13/2022,02/14/2022,Hunts Point,HP,415.00,291000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948
02/13/2022,02/14/2022,Jamaica Bay,JA,848.00,360000.00,,748737
02/13/2022,02/14/2022,Newtown Creek,NC,664.00,426000.00,,1156473
02/13/2022,02/14/2022,North River,NR,684.00,393000.00,,658596
02/13/2022,02/14/2022,Oakwood Beach,OB,1329.00,574000.00,,258731
02/13/2022,02/14/2022,Owls Head,OH,1855.00,821000.00,,906442
02/13/2022,02/14/2022,Port Richmond,PR,1175.00,570000.00,,226167
02/13/2022,02/14/2022,Red Hook,RH,897.00,424000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
02/13/2022,02/14/2022,Rockaway,RK,435.00,246000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
02/13/2022,02/14/2022,Tallman Island,TI,3438.00,1910000.00,,449907
02/13/2022,02/14/2022,Wards Island,WI,510.00,291000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),1201485
02/15/2022,02/16/2022,26th Ward,26W,800.00,490000.00,,290608
02/15/2022,02/16/2022,Bowery Bay,BB,2216.00,780000.00,,924695
02/15/2022,02/16/2022,Coney Island,CI,2803.00,1150000.00,,682342
02/15/2022,02/16/2022,Hunts Point,HP,1414.00,985000.00,,755948
02/15/2022,02/16/2022,Jamaica Bay,JA,2637.00,1000000.00,,748737
02/15/2022,02/16/2022,Newtown Creek,NC,1402.00,826000.00,,1156473
02/15/2022,02/16/2022,North River,NR,1460.00,755000.00,,658596
02/15/2022,02/16/2022,Oakwood Beach,OB,1815.00,717000.00,,258731
02/15/2022,02/16/2022,Owls Head,OH,3313.00,1250000.00,,906442
02/15/2022,02/16/2022,Port Richmond,PR,2094.00,876000.00,,226167
02/15/2022,02/16/2022,Red Hook,RH,720.00,280000.00,,224029
02/15/2022,02/16/2022,Rockaway,RK,696.00,372000.00,,120539
02/15/2022,02/16/2022,Tallman Island,TI,2830.00,1260000.00,,449907
02/15/2022,02/16/2022,Wards Island,WI,1381.00,727000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1201485
02/22/2022,02/23/2022,26th Ward,26W,1679.19,1160000.00,,290608
02/22/2022,02/23/2022,Bowery Bay,BB,2290.30,1110000.00,,924695
02/22/2022,02/23/2022,Coney Island,CI,2130.61,934000.00,,682342
02/22/2022,02/23/2022,Hunts Point,HP,283.63,233000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948
02/22/2022,02/23/2022,Jamaica Bay,JA,1327.31,557000.00,,748737
02/22/2022,02/23/2022,Newtown Creek,NC,1796.45,1230000.00,,1156473
02/22/2022,02/23/2022,North River,NR,1225.85,761000.00,,658596
02/22/2022,02/23/2022,Oakwood Beach,OB,362.99,143000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),258731
02/22/2022,02/23/2022,Owls Head,OH,2923.52,1230000.00,,906442
02/22/2022,02/23/2022,Port Richmond,PR,675.31,305000.00,,226167
02/22/2022,02/23/2022,Red Hook,RH,1442.05,682000.00,,224029
02/22/2022,02/23/2022,Rockaway,RK,592.38,316000.00,,120539
02/22/2022,02/23/2022,Tallman Island,TI,7030.20,3840000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907
02/22/2022,02/23/2022,Wards Island,WI,1569.52,1030000.00,,1201485
02/27/2022,02/28/2022,26th Ward,26W,697.40,463000.00,,290608
02/27/2022,02/28/2022,Bowery Bay,BB,7899.53,2940000.00,,924695
02/27/2022,02/28/2022,Coney Island,CI,4612.45,1840000.00,,682342
02/27/2022,02/28/2022,Hunts Point,HP,1434.63,984000.00,,755948
02/27/2022,02/28/2022,Jamaica Bay,JA,1893.60,747000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
02/27/2022,02/28/2022,Newtown Creek,NC,2155.45,1190000.00,,1156473
02/27/2022,02/28/2022,North River,NR,994.03,474000.00,,658596
02/27/2022,02/28/2022,Oakwood Beach,OB,502.52,219000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),258731
02/27/2022,02/28/2022,Owls Head,OH,2560.09,941000.00,,906442
02/27/2022,02/28/2022,Port Richmond,PR,1593.30,720000.00,,226167
02/27/2022,02/28/2022,Red Hook,RH,1645.87,612000.00,,224029
02/27/2022,02/28/2022,Rockaway,RK,1309.83,740000.00,,120539
02/27/2022,02/28/2022,Tallman Island,TI,2189.65,1270000.00,,449907
02/27/2022,02/28/2022,Wards Island,WI,868.83,465000.00,,1201485
03/01/2022,03/02/2022,26th Ward,26W,2270.32,1390000.00,,290608
03/01/2022,03/02/2022,Bowery Bay,BB,4735.42,1670000.00,,924695
03/01/2022,03/02/2022,Coney Island,CI,597.92,219000.00,,682342
03/01/2022,03/02/2022,Hunts Point,HP,890.42,593000.00,,755948
03/01/2022,03/02/2022,Jamaica Bay,JA,654.19,248000.00,,748737
03/01/2022,03/02/2022,Newtown Creek,NC,1359.53,801000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
03/01/2022,03/02/2022,North River,NR,1129.39,597000.00,,658596
03/01/2022,03/02/2022,Oakwood Beach,OB,623.53,252000.00,,258731
03/01/2022,03/02/2022,Owls Head,OH,2198.92,863000.00,,906442
03/01/2022,03/02/2022,Port Richmond,PR,882.44,369000.00,,226167
03/01/2022,03/02/2022,Red Hook,RH,1791.97,757000.00,,224029
03/01/2022,03/02/2022,Rockaway,RK,,0.00,Concentration below Method Limit of Detection,120539
03/01/2022,03/02/2022,Tallman Island,TI,1190.81,511000.00,,449907
03/01/2022,03/02/2022,Wards Island,WI,500.04,276000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),1201485
03/06/2022,03/07/2022,26th Ward,26W,1040.92,664000.00,,290608
03/06/2022,03/07/2022,Bowery Bay,BB,1746.26,686000.00,,924695
03/06/2022,03/07/2022,Coney Island,CI,1306.89,537000.00,,682342
03/06/2022,03/07/2022,Hunts Point,HP,587.88,421000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948
03/06/2022,03/07/2022,Jamaica Bay,JA,1155.16,456000.00,,748737
03/06/2022,03/07/2022,Newtown Creek,NC,2147.68,1200000.00,,1156473
03/06/2022,03/07/2022,North River,NR,3875.32,1630000.00,,658596
03/06/2022,03/07/2022,Oakwood Beach,OB,1118.23,438000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731
03/06/2022,03/07/2022,Owls Head,OH,2023.90,761000.00,,906442
03/06/2022,03/07/2022,Port Richmond,PR,3375.19,1470000.00,,226167
03/06/2022,03/07/2022,Red Hook,RH,1960.50,795000.00,,224029
03/06/2022,03/07/2022,Rockaway,RK,267.27,151000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
03/06/2022,03/07/2022,Tallman Island,TI,676.85,319000.00,,449907
03/06/2022,03/07/2022,Wards Island,WI,856.40,469000.00,,1201485
03/08/2022,03/09/2022,26th Ward,26W,717.40,729000.00,,290608
03/08/2022,03/09/2022,Bowery Bay,BB,3341.21,1160000.00,,924695
03/08/2022,03/09/2022,Coney Island,CI,1480.02,567000.00,,682342
03/08/2022,03/09/2022,Hunts Point,HP,1526.26,925000.00,,755948
03/08/2022,03/09/2022,Jamaica Bay,JA,2573.92,950000.00,,748737
03/08/2022,03/09/2022,Newtown Creek,NC,1844.29,1020000.00,,1156473
03/08/2022,03/09/2022,North River,NR,1114.18,583000.00,,658596
03/08/2022,03/09/2022,Oakwood Beach,OB,2001.54,732000.00,,258731
03/08/2022,03/09/2022,Owls Head,OH,2901.02,1070000.00,,906442
03/08/2022,03/09/2022,Port Richmond,PR,4126.46,1860000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,226167
03/08/2022,03/09/2022,Red Hook,RH,2285.03,888000.00,,224029
03/08/2022,03/09/2022,Rockaway,RK,771.18,412000.00,,120539
03/08/2022,03/09/2022,Tallman Island,TI,1572.43,675000.00,,449907
03/08/2022,03/09/2022,Wards Island,WI,1559.62,796000.00,,1201485
03/13/2022,03/14/2022,26th Ward,26W,438.65,286000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608
03/13/2022,03/14/2022,Bowery Bay,BB,4330.46,1560000.00,,924695
03/13/2022,03/14/2022,Coney Island,CI,2977.65,1520000.00,,682342
03/13/2022,03/14/2022,Hunts Point,HP,638.10,463000.00,,755948
03/13/2022,03/14/2022,Jamaica Bay,JA,2526.26,971000.00,,748737
03/13/2022,03/14/2022,Newtown Creek,NC,4815.57,2630000.00,,1156473
03/13/2022,03/14/2022,North River,NR,700.92,242000.00,,658596
03/13/2022,03/14/2022,Oakwood Beach,OB,817.41,355000.00,,258731
03/13/2022,03/14/2022,Owls Head,OH,4097.75,1560000.00,,906442
03/13/2022,03/14/2022,Port Richmond,PR,3603.93,1570000.00,,226167
03/13/2022,03/14/2022,Red Hook,RH,4357.91,1620000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
03/13/2022,03/14/2022,Rockaway,RK,403.43,215000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
03/13/2022,03/14/2022,Tallman Island,TI,719.47,442000.00,,449907
03/13/2022,03/14/2022,Wards Island,WI,1234.93,642000.00,,1201485
03/15/2022,03/16/2022,26th Ward,26W,763.77,448000.00,,290608
03/15/2022,03/16/2022,Bowery Bay,BB,3915.63,1430000.00,,924695
03/15/2022,03/16/2022,Coney Island,CI,1906.55,730000.00,,682342
03/15/2022,03/16/2022,Hunts Point,HP,508.30,308000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948
03/15/2022,03/16/2022,Jamaica Bay,JA,1922.98,719000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
03/15/2022,03/16/2022,Newtown Creek,NC,3465.67,1920000.00,,1156473
03/15/2022,03/16/2022,North River,NR,3536.23,1630000.00,,658596
03/15/2022,03/16/2022,Oakwood Beach,OB,3027.96,1190000.00,,258731
03/15/2022,03/16/2022,Owls Head,OH,3597.71,1340000.00,,906442
03/15/2022,03/16/2022,Port Richmond,PR,1965.40,855000.00,,226167
03/15/2022,03/16/2022,Red Hook,RH,5870.37,2180000.00,,224029
03/15/2022,03/16/2022,Rockaway,RK,460.11,231000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
03/15/2022,03/16/2022,Tallman Island,TI,1997.88,908000.00,,449907
03/15/2022,03/16/2022,Wards Island,WI,1529.98,815000.00,,1201485
03/20/2022,03/21/2022,26th Ward,26W,932.47,571000.00,,290608
03/20/2022,03/21/2022,Bowery Bay,BB,3129.25,1200000.00,,924695
03/20/2022,03/21/2022,Coney Island,CI,3685.19,1700000.00,,682342
03/20/2022,03/21/2022,Hunts Point,HP,310.83,190000.00,"Concentration below Method Limit of Quantification (above Method Limit of Detection) - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",755948
03/20/2022,03/21/2022,Jamaica Bay,JA,3360.96,1290000.00,,748737
03/20/2022,03/21/2022,Newtown Creek,NC,4002.76,2200000.00,,1156473
03/20/2022,03/21/2022,North River,NR,1921.83,994000.00,,658596
03/20/2022,03/21/2022,Oakwood Beach,OB,1722.28,693000.00,,258731
03/20/2022,03/21/2022,Owls Head,OH,2174.04,808000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
03/20/2022,03/21/2022,Port Richmond,PR,2043.13,855000.00,,226167
03/20/2022,03/21/2022,Red Hook,RH,4468.80,1810000.00,,224029
03/20/2022,03/21/2022,Rockaway,RK,1337.81,798000.00,,120539
03/20/2022,03/21/2022,Tallman Island,TI,757.68,382000.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",449907
03/20/2022,03/21/2022,Wards Island,WI,2500.13,1350000.00,,1201485
03/22/2022,03/23/2022,26th Ward,26W,1800.36,1080000.00,,290608
03/22/2022,03/23/2022,Bowery Bay,BB,7127.45,2510000.00,,924695
03/22/2022,03/23/2022,Coney Island,CI,2693.01,986000.00,,682342
03/22/2022,03/23/2022,Hunts Point,HP,1142.68,675000.00,,755948
03/22/2022,03/23/2022,Jamaica Bay,JA,3671.41,1340000.00,,748737
03/22/2022,03/23/2022,Newtown Creek,NC,9070.64,5020000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
03/22/2022,03/23/2022,North River,NR,4363.07,2310000.00,,658596
03/22/2022,03/23/2022,Oakwood Beach,OB,1565.19,561000.00,,258731
03/22/2022,03/23/2022,Owls Head,OH,4539.68,1650000.00,,906442
03/22/2022,03/23/2022,Port Richmond,PR,2917.36,1120000.00,,226167
03/22/2022,03/23/2022,Red Hook,RH,13622.46,5060000.00,,224029
03/22/2022,03/23/2022,Rockaway,RK,1291.90,690000.00,,120539
03/22/2022,03/23/2022,Tallman Island,TI,5807.65,2590000.00,,449907
03/22/2022,03/23/2022,Wards Island,WI,3143.36,1640000.00,,1201485
03/27/2022,03/28/2022,26th Ward,26W,2346.70,1470000.00,,290608
03/27/2022,03/28/2022,Bowery Bay,BB,2951.74,1080000.00,,924695
03/27/2022,03/28/2022,Coney Island,CI,809.62,332000.00,,682342
03/27/2022,03/28/2022,Hunts Point,HP,345.18,221000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948
03/27/2022,03/28/2022,Jamaica Bay,JA,749.88,292000.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",748737
03/27/2022,03/28/2022,Newtown Creek,NC,3405.63,1870000.00,,1156473
03/27/2022,03/30/2022,North River,NR,9569.68,5010000.00,,658596
03/27/2022,03/28/2022,Oakwood Beach,OB,,,Analytical issue,258731
03/27/2022,03/28/2022,Owls Head,OH,3272.03,1200000.00,,906442
03/27/2022,03/28/2022,Port Richmond,PR,1483.10,720000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,226167
03/27/2022,03/28/2022,Red Hook,RH,4136.13,1680000.00,,224029
03/27/2022,03/28/2022,Rockaway,RK,328.46,206000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
03/27/2022,03/28/2022,Tallman Island,TI,911.94,483000.00,,449907
03/27/2022,03/28/2022,Wards Island,WI,1023.47,513000.00,,1201485
03/29/2022,03/30/2022,26th Ward,26W,2399.94,1440000.00,,290608
03/29/2022,03/30/2022,Bowery Bay,BB,8515.23,2960000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695
03/29/2022,03/30/2022,Coney Island,CI,5022.61,2060000.00,,682342
03/29/2022,03/30/2022,Hunts Point,HP,2128.61,1230000.00,,755948
03/29/2022,03/30/2022,Jamaica Bay,JA,5229.86,1930000.00,,748737
03/29/2022,03/30/2022,Newtown Creek,NC,12363.84,7080000.00,,1156473
03/29/2022,03/30/2022,North River,NR,11302.63,6240000.00,,658596
03/29/2022,03/30/2022,Oakwood Beach,OB,5206.34,2000000.00,,258731
03/29/2022,03/30/2022,Owls Head,OH,11440.85,4250000.00,,906442
03/29/2022,03/30/2022,Port Richmond,PR,4069.90,1630000.00,,226167
03/29/2022,03/30/2022,Red Hook,RH,16350.23,6350000.00,,224029
03/29/2022,03/30/2022,Rockaway,RK,2062.00,1040000.00,,120539
03/29/2022,03/30/2022,Tallman Island,TI,4504.65,1860000.00,,449907
03/29/2022,03/30/2022,Wards Island,WI,5434.88,2670000.00,,1201485
04/03/2022,04/04/2022,26th Ward,26W,1605.20,1050000.00,,290608
04/03/2022,04/04/2022,Bowery Bay,BB,3229.17,1340000.00,,924695
04/03/2022,04/04/2022,Coney Island,CI,4606.16,1990000.00,,682342
04/03/2022,04/04/2022,Hunts Point,HP,1077.64,696000.00,,755948
