Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated "
08/14/2022,08/15/2022,Newtown Creek,NC,13211.00,7480000.00,,1156473
08/14/2022,08/15/2022,North River,NR,15239.00,8410000.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",658596
08/14/2022,08/15/2022,Oakwood Beach,OB,12517.00,4510000.00,,258731
08/14/2022,08/15/2022,Owls Head,OH,19277.00,6760000.00,,906442
08/14/2022,08/15/2022,Port Richmond,PR,12827.00,4720000.00,,226167
08/14/2022,08/15/2022,Red Hook,RH,12171.00,5140000.00,,224029
08/14/2022,08/15/2022,Rockaway,RK,6447.00,4050000.00,,120539
08/14/2022,08/15/2022,Tallman Island,TI,6726.00,2770000.00,,449907
08/14/2022,08/15/2022,Wards Island,WI,10186.00,6320000.00,,1201485
08/16/2022,08/17/2022,26th Ward,26W,11326.00,6200000.00,,290608
08/16/2022,08/17/2022,Bowery Bay,BB,26661.00,9930000.00,,924695
08/16/2022,08/17/2022,Coney Island,CI,9349.00,3680000.00,,682342
08/16/2022,08/17/2022,Hunts Point,HP,13211.00,7280000.00,,755948
08/16/2022,08/17/2022,Jamaica Bay,JA,18287.00,6380000.00,,748737
08/16/2022,08/17/2022,Newtown Creek,NC,14817.00,8970000.00,,1156473
08/16/2022,08/17/2022,North River,NR,14261.00,8280000.00,,658596
08/16/2022,08/17/2022,Oakwood Beach,OB,25484.00,8950000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731
08/16/2022,08/17/2022,Owls Head,OH,21329.00,7840000.00,,906442
08/16/2022,08/17/2022,Port Richmond,PR,19505.00,8160000.00,,226167
08/16/2022,08/17/2022,Red Hook,RH,13090.00,5090000.00,Sample exhibited unusual (redish) color upon arrival.,224029
08/16/2022,08/17/2022,Rockaway,RK,6368.00,4000000.00,,120539
08/16/2022,08/17/2022,Tallman Island,TI,18803.00,8070000.00,,449907
08/16/2022,08/17/2022,Wards Island,WI,6073.00,3920000.00,,1201485
08/21/2022,08/22/2022,26th Ward,26W,13662.00,7650000.00,Low standard curve efficiency (68%),290608
08/21/2022,08/22/2022,Bowery Bay,BB,31101.00,10600000.00,Low standard curve efficiency (68%),924695
08/21/2022,08/22/2022,Coney Island,CI,16349.00,6440000.00,Low standard curve efficiency (68%),682342
08/21/2022,08/22/2022,Hunts Point,HP,15354.00,8610000.00,Low standard curve efficiency (68%),755948
08/21/2022,08/22/2022,Jamaica Bay,JA,21872.00,7740000.00,Low standard curve efficiency (68%),748737
08/21/2022,08/22/2022,Newtown Creek,NC,10009.00,5600000.00,Low standard curve efficiency (68%),1156473
08/21/2022,08/22/2022,North River,NR,17483.00,9450000.00,Low standard curve efficiency (68%),658596
08/21/2022,08/22/2022,Oakwood Beach,OB,3871.00,1400000.00,Low standard curve efficiency (68%),258731
08/21/2022,08/22/2022,Owls Head,OH,32115.00,12100000.00,Low standard curve efficiency (68%),906442
08/21/2022,08/22/2022,Port Richmond,PR,18150.00,6680000.00,Low standard curve efficiency (68%),226167
08/21/2022,08/22/2022,Red Hook,RH,6568.00,2770000.00,Low standard curve efficiency (68%),224029
08/21/2022,08/22/2022,Rockaway,RK,11180.00,6320000.00,Low standard curve efficiency (68%),120539
08/21/2022,08/22/2022,Tallman Island,TI,21485.00,9040000.00,Low standard curve efficiency (68%),449907
08/21/2022,08/22/2022,Wards Island,WI,11759.00,7150000.00,Low standard curve efficiency (68%),1201485
08/23/2022,08/24/2022,26th Ward,26W,10291.00,5760000.00,,290608
08/23/2022,08/24/2022,Bowery Bay,BB,24390.00,8390000.00,,924695
08/23/2022,08/24/2022,Coney Island,CI,10248.00,3980000.00,,682342
08/23/2022,08/24/2022,Hunts Point,HP,14963.00,8390000.00,,755948
08/23/2022,08/24/2022,Jamaica Bay,JA,27856.00,9580000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
08/23/2022,08/24/2022,Newtown Creek,NC,16127.00,9550000.00,,1156473
08/23/2022,08/24/2022,North River,NR,9775.00,5620000.00,,658596
08/23/2022,08/24/2022,Oakwood Beach,OB,8656.00,3230000.00,,258731
08/23/2022,08/24/2022,Owls Head,OH,25837.00,9060000.00,,906442
08/23/2022,08/24/2022,Port Richmond,PR,11731.00,4320000.00,,226167
08/23/2022,08/24/2022,Red Hook,RH,10918.00,4610000.00,,224029
08/23/2022,08/24/2022,Rockaway,RK,5051.00,2860000.00,,120539
08/23/2022,08/24/2022,Tallman Island,TI,19867.00,8690000.00,,449907
08/23/2022,08/24/2022,Wards Island,WI,8024.00,4880000.00,,1201485
08/28/2022,08/29/2022,26th Ward,26W,5479.00,3000000.00,,290608
08/28/2022,08/29/2022,Bowery Bay,BB,13492.00,4860000.00,,924695
08/28/2022,08/29/2022,Coney Island,CI,4963.00,2090000.00,,682342
08/28/2022,08/29/2022,Hunts Point,HP,7300.00,4090000.00,,755948
08/28/2022,08/29/2022,Jamaica Bay,JA,11473.00,4060000.00,,748737
08/28/2022,08/29/2022,Newtown Creek,NC,8950.00,5100000.00,,1156473
08/28/2022,08/29/2022,North River,NR,5052.00,2930000.00,,658596
08/28/2022,08/29/2022,Oakwood Beach,OB,7019.00,2290000.00,,258731
08/28/2022,08/29/2022,Owls Head,OH,16216.00,5890000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
08/28/2022,08/29/2022,Port Richmond,PR,10015.00,3690000.00,,226167
08/28/2022,08/29/2022,Red Hook,RH,6835.00,2770000.00,,224029
08/28/2022,08/29/2022,Rockaway,RK,7459.00,4450000.00,,120539
08/28/2022,08/29/2022,Tallman Island,TI,9410.00,4280000.00,,449907
08/28/2022,08/29/2022,Wards Island,WI,4212.00,2630000.00,,1201485
08/30/2022,08/31/2022,26th Ward,26W,7211.00,3950000.00,,290608
08/30/2022,08/31/2022,Bowery Bay,BB,20126.00,7420000.00,,924695
08/30/2022,08/31/2022,Coney Island,CI,7336.00,2970000.00,,682342
08/30/2022,08/31/2022,Hunts Point,HP,10311.00,5630000.00,,755948
08/30/2022,08/31/2022,Jamaica Bay,JA,18845.00,6670000.00,,748737
08/30/2022,08/31/2022,Newtown Creek,NC,7409.00,4800000.00,,1156473
08/30/2022,08/31/2022,North River,NR,9429.00,6180000.00,,658596
08/30/2022,08/31/2022,Oakwood Beach,OB,18735.00,6000000.00,,258731
08/30/2022,08/31/2022,Owls Head,OH,10775.00,4000000.00,,906442
08/30/2022,08/31/2022,Port Richmond,PR,15375.00,5920000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,226167
08/30/2022,08/31/2022,Red Hook,RH,22451.00,10200000.00,,224029
08/30/2022,08/31/2022,Rockaway,RK,12786.00,8030000.00,,120539
08/30/2022,08/31/2022,Tallman Island,TI,20912.00,10000000.00,,449907
08/30/2022,08/31/2022,Wards Island,WI,7989.00,5560000.00,,1201485
09/06/2022,09/07/2022,26th Ward,26W,4951.00,5870000.00,,290608
09/06/2022,09/07/2022,Bowery Bay,BB,6921.00,5670000.00,,924695
09/06/2022,09/07/2022,Coney Island,CI,5172.00,3440000.00,,682342
09/06/2022,09/07/2022,Hunts Point,HP,6428.00,5950000.00,,755948
09/06/2022,09/07/2022,Jamaica Bay,JA,6330.00,3360000.00,,748737
09/06/2022,09/07/2022,Newtown Creek,NC,4860.00,5710000.00,,1156473
09/06/2022,09/07/2022,North River,NR,6813.00,6740000.00,,658596
09/06/2022,09/07/2022,Oakwood Beach,OB,13170.00,5800000.00,,258731
09/06/2022,09/07/2022,Owls Head,OH,6838.00,4850000.00,,906442
09/06/2022,09/07/2022,Port Richmond,PR,5216.00,3750000.00,,226167
09/06/2022,09/07/2022,Red Hook,RH,1917.00,1810000.00,,224029
09/06/2022,09/07/2022,Rockaway,RK,3431.00,2370000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,120539
09/06/2022,09/07/2022,Tallman Island,TI,7420.00,5990000.00,,449907
09/06/2022,09/07/2022,Wards Island,WI,4777.00,4520000.00,,1201485
09/11/2022,09/12/2022,26th Ward,26W,5931.00,5560000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,290608
09/11/2022,09/12/2022,Bowery Bay,BB,8134.00,5360000.00,Alert low standard curve efficiency 67.40%,924695
09/11/2022,09/12/2022,Coney Island,CI,7716.00,4450000.00,,682342
09/11/2022,09/12/2022,Hunts Point,HP,5007.00,3890000.00,,755948
09/11/2022,09/12/2022,Jamaica Bay,JA,6818.00,3170000.00,,748737
09/11/2022,09/12/2022,Newtown Creek,NC,2772.00,2520000.00,,1156473
09/11/2022,09/12/2022,North River,NR,6248.00,4810000.00,,658596
09/11/2022,09/12/2022,Oakwood Beach,OB,5772.00,2440000.00,,258731
09/11/2022,09/12/2022,Owls Head,OH,7802.00,4630000.00,,906442
09/11/2022,09/12/2022,Port Richmond,PR,6349.00,3510000.00,,226167
09/11/2022,09/12/2022,Red Hook,RH,9285.00,6120000.00,,224029
09/11/2022,09/12/2022,Rockaway,RK,3351.00,2320000.00,,120539
09/11/2022,09/12/2022,Tallman Island,TI,9680.00,6030000.00,,449907
09/11/2022,09/12/2022,Wards Island,WI,3887.00,3200000.00,,1201485
09/13/2022,09/14/2022,26th Ward,26W,4574.00,4410000.00,,290608
09/13/2022,09/14/2022,Bowery Bay,BB,4293.00,2620000.00,,924695
09/13/2022,09/14/2022,Coney Island,CI,5148.00,3540000.00,,682342
09/13/2022,09/14/2022,Hunts Point,HP,3938.00,2740000.00,,755948
09/13/2022,09/14/2022,Jamaica Bay,JA,10613.00,4400000.00,,748737
09/13/2022,09/14/2022,Newtown Creek,NC,3696.00,3010000.00,,1156473
09/13/2022,09/14/2022,North River,NR,6777.00,4750000.00,,658596
09/13/2022,09/14/2022,Oakwood Beach,OB,9931.00,4560000.00,,258731
09/13/2022,09/14/2022,Owls Head,OH,8532.00,6480000.00,,906442
09/13/2022,09/14/2022,Port Richmond,PR,6184.00,3520000.00,,226167
09/13/2022,09/14/2022,Red Hook,RH,4176.00,2890000.00,,224029
09/13/2022,09/14/2022,Rockaway,RK,2062.00,1420000.00,,120539
09/13/2022,09/14/2022,Tallman Island,TI,8043.00,5480000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907
09/13/2022,09/14/2022,Wards Island,WI,5078.00,3870000.00,,1201485
09/18/2022,09/19/2022,26th Ward,26W,3691.00,2120000.00,Alert low standard curve efficiency 64.353%,290608
09/18/2022,09/19/2022,Bowery Bay,BB,9666.00,3560000.00,,924695
09/18/2022,09/19/2022,Coney Island,CI,4464.00,1980000.00,,682342
09/18/2022,09/19/2022,Hunts Point,HP,5470.00,3040000.00,,755948
09/18/2022,09/19/2022,Jamaica Bay,JA,7323.00,2630000.00,,748737
09/18/2022,09/19/2022,Newtown Creek,NC,4559.00,2600000.00,,1156473
09/18/2022,09/19/2022,North River,NR,10344.00,6000000.00,,658596
09/18/2022,09/19/2022,Oakwood Beach,OB,10810.00,4130000.00,,258731
09/18/2022,09/19/2022,Owls Head,OH,10380.00,4250000.00,,906442
09/18/2022,09/19/2022,Port Richmond,PR,7190.00,2770000.00,,226167
09/18/2022,09/19/2022,Red Hook,RH,15261.00,6700000.00,,224029
09/18/2022,09/19/2022,Rockaway,RK,811.00,535000.00,,120539
09/18/2022,09/19/2022,Tallman Island,TI,8984.00,4380000.00,,449907
09/18/2022,09/19/2022,Wards Island,WI,7056.00,3890000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1201485
09/20/2022,09/21/2022,26th Ward,26W,8506.00,4540000.00,,290608
09/20/2022,09/21/2022,Bowery Bay,BB,15455.00,5380000.00,,924695
09/20/2022,09/21/2022,Coney Island,CI,7014.00,2650000.00,,682342
09/20/2022,09/21/2022,Hunts Point,HP,11977.00,6480000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948
09/20/2022,09/21/2022,Jamaica Bay,JA,19140.00,6680000.00,,748737
09/20/2022,09/21/2022,Newtown Creek,NC,9772.00,5820000.00,,1156473
09/20/2022,09/21/2022,North River,NR,12828.00,7590000.00,,658596
09/20/2022,09/21/2022,Oakwood Beach,OB,4890.00,1680000.00,,258731
09/20/2022,09/21/2022,Owls Head,OH,14410.00,5360000.00,,906442
09/20/2022,09/21/2022,Port Richmond,PR,12544.00,4410000.00,,226167
09/20/2022,09/21/2022,Red Hook,RH,11984.00,5670000.00,,224029
09/20/2022,09/21/2022,Rockaway,RK,9904.00,6220000.00,,120539
09/20/2022,09/21/2022,Tallman Island,TI,11172.00,5640000.00,,449907
09/20/2022,09/21/2022,Wards Island,WI,22664.00,12600000.00,,1201485
09/25/2022,09/26/2022,26th Ward,26W,8477.00,7950000.00,,290608
09/25/2022,09/26/2022,Bowery Bay,BB,6007.00,3390000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695
09/25/2022,09/26/2022,Coney Island,CI,14305.00,6430000.00,,682342
09/25/2022,09/26/2022,Hunts Point,HP,6780.00,5910000.00,,755948
09/25/2022,09/26/2022,Jamaica Bay,JA,27256.00,12100000.00,,748737
09/25/2022,09/26/2022,Newtown Creek,NC,5489.00,6430000.00,,1156473
09/25/2022,09/26/2022,North River,NR,13854.00,12000000.00,,658596
09/25/2022,09/26/2022,Oakwood Beach,OB,14771.00,5040000.00,,258731
09/25/2022,09/26/2022,Owls Head,OH,19215.00,8510000.00,,906442
09/25/2022,09/26/2022,Port Richmond,PR,11324.00,5500000.00,,226167
09/25/2022,09/26/2022,Red Hook,RH,5305.00,3500000.00,,224029
09/25/2022,09/26/2022,Rockaway,RK,4645.00,2920000.00,,120539
09/25/2022,09/26/2022,Tallman Island,TI,9562.00,5950000.00,,449907
09/25/2022,09/26/2022,Wards Island,WI,4735.00,3270000.00,,1201485
09/27/2022,09/28/2022,26th Ward,26W,10206.00,5720000.00,,290608
09/27/2022,09/28/2022,Bowery Bay,BB,16743.00,5960000.00,,924695
09/27/2022,09/28/2022,Coney Island,CI,8078.00,3450000.00,,682342
09/27/2022,09/28/2022,Hunts Point,HP,15423.00,8340000.00,,755948
09/27/2022,09/28/2022,Jamaica Bay,JA,18600.00,6580000.00,,748737
09/27/2022,09/28/2022,Newtown Creek,NC,14874.00,9400000.00,,1156473
09/27/2022,09/28/2022,North River,NR,9092.00,5230000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596
09/27/2022,09/28/2022,Oakwood Beach,OB,15824.00,5300000.00,,258731
09/27/2022,09/28/2022,Owls Head,OH,29299.00,11400000.00,,906442
09/27/2022,09/28/2022,Port Richmond,PR,19744.00,7270000.00,,226167
09/27/2022,09/28/2022,Red Hook,RH,19245.00,7800000.00,,224029
09/27/2022,09/28/2022,Rockaway,RK,7542.00,4500000.00,,120539
09/27/2022,09/28/2022,Tallman Island,TI,16246.00,10100000.00,,449907
09/27/2022,09/28/2022,Wards Island,WI,9806.00,5280000.00,,1201485
10/04/2022,10/05/2022,26th Ward,26W,4452.00,6210000.00,,290608
10/04/2022,10/05/2022,Bowery Bay,BB,3021.00,2700000.00,,924695
10/04/2022,10/05/2022,Coney Island,CI,3876.00,3330000.00,,682342
10/04/2022,10/05/2022,Hunts Point,HP,2448.00,2760000.00,,755948
10/04/2022,10/05/2022,Jamaica Bay,JA,8607.00,4440000.00,,748737
10/04/2022,10/05/2022,Newtown Creek,NC,8251.00,9800000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
10/04/2022,10/05/2022,North River,NR,5569.00,6400000.00,,658596
10/04/2022,10/05/2022,Oakwood Beach,OB,8047.00,5260000.00,,258731
10/04/2022,10/05/2022,Owls Head,OH,22441.00,15200000.00,,906442
10/04/2022,10/05/2022,Port Richmond,PR,6294.00,13000000.00,,226167
10/04/2022,10/05/2022,Red Hook,RH,5249.00,4610000.00,,224029
10/04/2022,10/05/2022,Rockaway,RK,8851.00,7500000.00,,120539
10/04/2022,10/05/2022,Tallman Island,TI,6005.00,5200000.00,,449907
10/04/2022,10/05/2022,Wards Island,WI,3988.00,4110000.00,,1201485
10/11/2022,10/12/2022,26th Ward,26W,8985.00,5030000.00,,290608
10/11/2022,10/12/2022,Bowery Bay,BB,23454.00,8350000.00,,924695
10/11/2022,10/12/2022,Coney Island,CI,9170.00,3710000.00,,682342
10/11/2022,10/12/2022,Hunts Point,HP,10329.00,5690000.00,,755948
10/11/2022,10/12/2022,Jamaica Bay,JA,20599.00,7500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
10/11/2022,10/12/2022,Newtown Creek,NC,16708.00,10400000.00,,1156473
10/11/2022,10/12/2022,North River,NR,12100.00,6890000.00,,658596
10/11/2022,10/12/2022,Oakwood Beach,OB,16933.00,6590000.00,,258731
10/11/2022,10/12/2022,Owls Head,OH,24619.00,9360000.00,,906442
10/11/2022,10/12/2022,Port Richmond,PR,14208.00,5230000.00,,226167
10/11/2022,10/12/2022,Red Hook,RH,17258.00,7000000.00,,224029
10/11/2022,10/12/2022,Rockaway,RK,6699.00,4210000.00,,120539
10/11/2022,10/12/2022,Tallman Island,TI,21411.00,9550000.00,,449907
10/11/2022,10/12/2022,Wards Island,WI,9976.00,5370000.00,,1201485
10/16/2022,10/17/2022,26th Ward,26W,3141.00,1920000.00,,290608
10/16/2022,10/17/2022,Bowery Bay,BB,12988.00,4680000.00,,924695
10/16/2022,10/17/2022,Coney Island,CI,6035.00,3050000.00,,682342
10/16/2022,10/17/2022,Hunts Point,HP,4399.00,2490000.00,,755948
10/16/2022,10/17/2022,Jamaica Bay,JA,15141.00,5740000.00,,748737
10/16/2022,10/17/2022,Newtown Creek,NC,15443.00,9400000.00,,1156473
10/16/2022,10/17/2022,North River,NR,8498.00,4590000.00,,658596
10/16/2022,10/17/2022,Oakwood Beach,OB,8648.00,3450000.00,,258731
10/16/2022,10/17/2022,Owls Head,OH,12155.00,4670000.00,,906442
10/16/2022,10/17/2022,Port Richmond,PR,18143.00,7290000.00,,226167
10/16/2022,10/17/2022,Red Hook,RH,9567.00,3880000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
10/16/2022,10/17/2022,Rockaway,RK,5414.00,3740000.00,,120539
10/16/2022,10/17/2022,Tallman Island,TI,15836.00,8260000.00,,449907
10/16/2022,10/17/2022,Wards Island,WI,13794.00,7040000.00,,1201485
10/23/2022,10/24/2022,26th Ward,26W,8177.00,5010000.00,,290608
10/23/2022,10/24/2022,Bowery Bay,BB,14279.00,5440000.00,,924695
10/23/2022,10/24/2022,Coney Island,CI,12701.00,5140000.00,,682342
10/23/2022,10/24/2022,Hunts Point,HP,7839.00,4440000.00,,755948
10/23/2022,10/24/2022,Jamaica Bay,JA,15081.00,5640000.00,,748737
10/23/2022,10/24/2022,Newtown Creek,NC,10756.00,6480000.00,,1156473
10/23/2022,10/24/2022,North River,NR,13005.00,7030000.00,,658596
10/23/2022,10/24/2022,Oakwood Beach,OB,11618.00,4400000.00,,258731
10/23/2022,10/24/2022,Owls Head,OH,6868.00,2900000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
10/23/2022,10/24/2022,Port Richmond,PR,11998.00,4820000.00,,226167
10/23/2022,10/24/2022,Red Hook,RH,9741.00,4110000.00,,224029
10/23/2022,10/24/2022,Rockaway,RK,18077.00,11400000.00,,120539
10/23/2022,10/24/2022,Tallman Island,TI,15866.00,6670000.00,,449907
10/23/2022,10/24/2022,Wards Island,WI,11751.00,6660000.00,,1201485
10/25/2022,10/26/2022,26th Ward,26W,12445.00,7290000.00,,290608
10/25/2022,10/26/2022,Bowery Bay,BB,20519.00,7980000.00,,924695
10/25/2022,10/26/2022,Coney Island,CI,4451.00,2050000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
10/25/2022,10/26/2022,Hunts Point,HP,14193.00,8100000.00,,755948
10/25/2022,10/26/2022,Jamaica Bay,JA,35260.00,12700000.00,,748737
10/25/2022,10/26/2022,Newtown Creek,NC,10834.00,6810000.00,,1156473
10/25/2022,10/26/2022,North River,NR,7746.00,4590000.00,,658596
10/25/2022,10/26/2022,Oakwood Beach,OB,22001.00,8470000.00,,258731
10/25/2022,10/26/2022,Owls Head,OH,24983.00,8760000.00,,906442
10/25/2022,10/26/2022,Port Richmond,PR,14326.00,6710000.00,,226167
10/25/2022,10/26/2022,Red Hook,RH,14095.00,6190000.00,,224029
10/25/2022,10/26/2022,Rockaway,RK,9003.00,5370000.00,,120539
10/25/2022,10/26/2022,Tallman Island,TI,18071.00,9430000.00,,449907
10/25/2022,10/26/2022,Wards Island,WI,11706.00,7120000.00,,1201485
10/30/2022,10/31/2022,26th Ward,26W,12152.00,7280000.00,,290608
10/30/2022,10/31/2022,Bowery Bay,BB,16078.00,5590000.00,,924695
10/30/2022,10/31/2022,Coney Island,CI,12609.00,4970000.00,,682342
10/30/2022,10/31/2022,Hunts Point,HP,8523.00,4780000.00,,755948
10/30/2022,10/31/2022,Jamaica Bay,JA,14618.00,5400000.00,,748737
10/30/2022,10/31/2022,Newtown Creek,NC,14592.00,8650000.00,,1156473
10/30/2022,10/31/2022,North River,NR,11388.00,6220000.00,,658596
10/30/2022,10/31/2022,Oakwood Beach,OB,14502.00,5350000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731
10/30/2022,10/31/2022,Owls Head,OH,24848.00,8510000.00,,906442
10/30/2022,10/31/2022,Port Richmond,PR,22103.00,0.00,,226167
10/30/2022,10/31/2022,Red Hook,RH,14799.00,6000000.00,,224029
10/30/2022,10/31/2022,Rockaway,RK,5743.00,3430000.00,,120539
10/30/2022,10/31/2022,Tallman Island,TI,13741.00,6130000.00,,449907
10/30/2022,10/31/2022,Wards Island,WI,5546.00,3090000.00,,1201485
11/01/2022,11/02/2022,26th Ward,26W,16920.00,11700000.00,,290608
11/01/2022,11/02/2022,Bowery Bay,BB,18713.00,7580000.00,,924695
11/01/2022,11/02/2022,Coney Island,CI,15717.00,6800000.00,,682342
11/01/2022,11/02/2022,Hunts Point,HP,18379.00,9940000.00,,755948
11/01/2022,11/02/2022,Jamaica Bay,JA,24332.00,9470000.00,,748737
11/01/2022,11/02/2022,Newtown Creek,NC,16943.00,11100000.00,,1156473
11/01/2022,11/02/2022,North River,NR,17637.00,10300000.00,,658596
11/01/2022,11/02/2022,Oakwood Beach,OB,16136.00,6230000.00,,258731
11/01/2022,11/02/2022,Owls Head,OH,29351.00,10400000.00,,906442
11/01/2022,11/02/2022,Port Richmond,PR,21186.00,8470000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,226167
11/01/2022,11/02/2022,Red Hook,RH,16150.00,7100000.00,,224029
11/01/2022,11/02/2022,Rockaway,RK,14690.00,8770000.00,,120539
11/01/2022,11/02/2022,Tallman Island,TI,23875.00,11500000.00,,449907
11/01/2022,11/02/2022,Wards Island,WI,20118.00,11900000.00,,1201485
11/08/2022,11/09/2022,26th Ward,26W,22301.00,13400000.00,,290608
11/08/2022,11/09/2022,Bowery Bay,BB,53640.00,18200000.00,,924695
11/08/2022,11/09/2022,Coney Island,CI,30655.00,12400000.00,,682342
11/08/2022,11/09/2022,Hunts Point,HP,30303.00,16100000.00,,755948
11/08/2022,11/09/2022,Jamaica Bay,JA,25985.00,9060000.00,,748737
11/08/2022,11/09/2022,Newtown Creek,NC,24376.00,14300000.00,,1156473
11/08/2022,11/09/2022,North River,NR,15657.00,8820000.00,,658596
11/08/2022,11/09/2022,Oakwood Beach,OB,23193.00,7970000.00,,258731
11/08/2022,11/09/2022,Owls Head,OH,41384.00,13800000.00,,906442
11/08/2022,11/09/2022,Port Richmond,PR,28321.00,10600000.00,,226167
11/08/2022,11/09/2022,Red Hook,RH,21989.00,8550000.00,,224029
11/08/2022,11/09/2022,Rockaway,RK,19978.00,11900000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,120539
11/08/2022,11/09/2022,Tallman Island,TI,40136.00,15200000.00,,449907
11/08/2022,11/09/2022,Wards Island,WI,18523.00,10300000.00,,1201485
11/13/2022,11/14/2022,26th Ward,26W,13844.00,9020000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,290608
11/13/2022,11/14/2022,Bowery Bay,BB,17726.00,6530000.00,,924695
11/13/2022,11/14/2022,Coney Island,CI,21166.00,9160000.00,,682342
11/13/2022,11/14/2022,Hunts Point,HP,7703.00,4440000.00,,755948
11/13/2022,11/14/2022,Jamaica Bay,JA,29273.00,10800000.00,,748737
11/13/2022,11/14/2022,Newtown Creek,NC,15346.00,9040000.00,,1156473
11/13/2022,11/14/2022,North River,NR,19160.00,11000000.00,,658596
11/13/2022,11/14/2022,Oakwood Beach,OB,16230.00,6010000.00,,258731
11/13/2022,11/14/2022,Owls Head,OH,38367.00,13600000.00,,906442
11/13/2022,11/14/2022,Port Richmond,PR,15234.00,6370000.00,,226167
11/13/2022,11/14/2022,Red Hook,RH,12858.00,5210000.00,,224029
11/13/2022,11/14/2022,Rockaway,RK,24403.00,15300000.00,,120539
11/13/2022,11/14/2022,Tallman Island,TI,20313.00,10600000.00,,449907
11/13/2022,11/14/2022,Wards Island,WI,6817.00,3840000.00,,1201485
11/15/2022,11/16/2022,26th Ward,26W,20151.00,20500000.00,,290608
11/15/2022,11/16/2022,Bowery Bay,BB,19941.00,13100000.00,,924695
11/15/2022,11/16/2022,Coney Island,CI,25149.00,16300000.00,,682342
11/15/2022,11/16/2022,Hunts Point,HP,18282.00,17200000.00,,755948
11/15/2022,11/16/2022,Jamaica Bay,JA,21699.00,10300000.00,,748737
11/15/2022,11/16/2022,Newtown Creek,NC,11354.00,19400000.00,,1156473
11/15/2022,11/16/2022,North River,NR,14011.00,12900000.00,,658596
11/15/2022,11/16/2022,Oakwood Beach,OB,11264.00,4940000.00,,258731
11/15/2022,11/16/2022,Owls Head,OH,32051.00,18200000.00,,906442
11/15/2022,11/16/2022,Port Richmond,PR,13861.00,10900000.00,,226167
11/15/2022,11/16/2022,Red Hook,RH,21066.00,17100000.00,Result is obtained by averaging signal from the two remaining RT-qPCR wells (due analytical error for one well),224029
11/15/2022,11/16/2022,Rockaway,RK,32549.00,19400000.00,,120539
11/15/2022,11/16/2022,Tallman Island,TI,19066.00,13500000.00,,449907
11/15/2022,11/16/2022,Wards Island,WI,17247.00,15100000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1201485
11/20/2022,11/21/2022,26th Ward,26W,11444.00,7450000.00,,290608
11/20/2022,11/21/2022,Bowery Bay,BB,25174.00,8660000.00,,924695
11/20/2022,11/21/2022,Coney Island,CI,11101.00,4500000.00,,682342
11/20/2022,11/21/2022,Hunts Point,HP,6446.00,3620000.00,,755948
11/20/2022,11/21/2022,Jamaica Bay,JA,37180.00,13700000.00,,748737
11/20/2022,11/21/2022,Newtown Creek,NC,15244.00,8730000.00,,1156473
11/20/2022,11/21/2022,North River,NR,11086.00,5990000.00,,658596
11/20/2022,11/21/2022,Oakwood Beach,OB,12311.00,4520000.00,,258731
11/20/2022,11/21/2022,Owls Head,OH,36048.00,11400000.00,,906442
11/20/2022,11/21/2022,Port Richmond,PR,26736.00,11200000.00,,226167
11/20/2022,11/21/2022,Red Hook,RH,12091.00,4700000.00,,224029
11/20/2022,11/21/2022,Rockaway,RK,9775.00,5830000.00,,120539
11/20/2022,11/21/2022,Tallman Island,TI,9515.00,4240000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907
11/20/2022,11/21/2022,Wards Island,WI,15731.00,8430000.00,,1201485
11/28/2022,11/29/2022,26th Ward,26W,19344.00,10800000.00,,290608
11/28/2022,11/29/2022,Bowery Bay,BB,50933.00,18100000.00,,924695
11/28/2022,11/29/2022,Coney Island,CI,39481.00,18800000.00,,682342
